tokens,creation_reasons,states,fulfillment_states,sources,brand_contacted_at_values,first_order_for_brand_values,very_first_order_for_brand_values,retailer_tokens,payout_total_values,retailer_names,retailer_website_urls,retailer_store_types,is_insider
bo_x2maepfnzt,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700444098000,True,True,r_6ybqhqee,18789,Frock Boutique,http://www.frockboutique.com/,Clothing Boutique,True
bo_wpvhn4xucu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700434198000,True,True,r_1g6zjos83y,88761,Amazing Lace,,,True
bo_n8zgnrcgbs,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700416198000,True,True,r_cr3fxxms9z,15486,Buttermuffin Smoke Shop,https://www.instagram.com/buttermuffinsmokeshop/?hl=en,Clothing Boutique,True
bo_79m4t2dfzp,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1700398198000,True,True,r_amkvzx3d,47760,Eureka Clothing Company,http://facebook.com/eurekaclothingcompany,Clothing Boutique,True
bo_pwvz9974dw,NEW_ORDER,DELIVERED,FULFILLED,ELEVATE,1700167664000,True,True,r_ejbz7uxtaq,92819,Big Dick's Salty Seaman,"https://maps.google.com/?q=318+Old+San+Carlos+Blvd,+Fort+Myers+Beach,+FL+33931,+USA&ftid=0x88db3bf50be61c79:0x9c27052b64dd6b9",Clothing Boutique,True
bo_t2he6fpqbh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700166164000,True,True,r_6psbenp30a,12837,SERENDIPITY STUDIOS LLC,http://Www.theserendipitystores.com,Spa or Beauty Store,False
bo_p83vjn3mbh,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1700054449000,True,True,r_1kz84x6xh5,66270,Frankie’s Apparel,http://frankiesapparel.com/,Clothing Boutique,False
bo_s67x49z8cq,NEW_ORDER,CANCELED,CANCELED,MARKETPLACE,1700054449000,True,False,r_1kz84x6xh5,0,Frankie’s Apparel,http://frankiesapparel.com/,Clothing Boutique,False
bo_qagcmz3h9a,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699912260000,False,False,r_56e6tj1o,9047,Rebel Supply Co.,http://rebelsupplyap.com/,Gift Store,True
bo_577xzadxd2,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699911060000,True,True,r_2d33b7kr,12837,Not so Shabby Gifts,,Clothing Boutique,True
bo_zxhaz7dwkj,NEW_ORDER,CANCELED,CANCELED,MARKETPLACE,1699901875000,True,True,r_pbqs8ak8j5,0,"Shinesty, Inc.",http://shinesty.com/,Clothing Boutique,False
bo_n3fkz2w8hv,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699898575000,True,True,r_equb9rm0,21272,Heartbreak Boutique,http://www.heartbreakboutique.com/,Clothing Boutique,False
bo_b4kt4e6hcu,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699840675000,True,True,r_8d382cga,11360,S. Murphy's Clothing Shoppe,http://www.smurphysshoppe.com,Clothing Boutique,False
bo_twx27eru6c,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699761775000,True,True,r_4d9cu243fb,50818,Rustic Boutique,http://www.rusticbshop.com/,Clothing Boutique,False
bo_w4gvmg3p8a,NEW_ORDER,DELIVERED,FULFILLED,MARKETPLACE,1699470340000,True,True,r_56e6tj1o,36940,Rebel Supply Co.,http://rebelsupplyap.com/,Gift Store,True
